program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:309@707,"{""performKind"": ""PROCEDURE"", ""from"": ""1260-EDIT-EXPIRY-YEAR"", ""through"": ""1260-EDIT-EXPIRY-YEAR-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1260-EDIT-EXPIRY-YEAR-EXIT,statement:378: EXIT,statement:378 -> statement:379,statement:378 -> statement:379,resume statement:187,statement:371: GO TO  1260-EDIT-EXPIRY-YEAR-EXIT | statement:377: GO TO  1260-EDIT-EXPIRY-YEAR-EXIT,"{""IF"": 4}",LEGACY; entry=statement:378; completions=statement:378,statement:378: normal completion cannot override explicit control | statement:378: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:380@962,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-READ-DATA"", ""through"": ""9000-READ-DATA-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-READ-DATA,statement:234: IF FOUND-CARDS-FOR-ACCOUNT  MOVE CARD-CVV-CD          TO CCUP-OLD-CVV-CD  INSPECT CARD-EMBOSSED-NAME CONVERTING LIT-LOWER TO LIT-UPPER  MOVE CARD-EMBOSSED-NAME   TO CCUP-OLD-CRDNAME MOVE CARD-EXPIRAION-DATE(1:4) TO CCUP-OLD-EXPYEAR MOVE CARD-EXPIRAIO | statement:149: MOVE CARD-ACTIVE-STATUS   TO CCUP-OLD-CRDSTCD,statement:234 -> None | statement:149 -> None,statement:234 -> None | statement:149 -> None,statement:424,,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}","LEGACY; entry=statement:421; completions=statement:234,statement:149",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,MOVE;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:380@962,"{""performKind"": ""PROCEDURE"", ""from"": ""9000-READ-DATA"", ""through"": ""9000-READ-DATA-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9000-READ-DATA-EXIT,statement:424: EXIT,statement:424 -> statement:150,statement:424 -> statement:150,resume statement:213,,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",LEGACY; entry=statement:424; completions=statement:424,statement:424: normal completion cannot override explicit control | statement:424: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:385@991,"{""performKind"": ""PROCEDURE"", ""from"": ""9200-WRITE-PROCESSING"", ""through"": ""9200-WRITE-PROCESSING-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9200-WRITE-PROCESSING,statement:240: IF WS-RESP-CD EQUAL TO DFHRESP(NORMAL) CONTINUE ELSE SET LOCKED-BUT-UPDATE-FAILED    TO TRUE END-IF | statement:446: SET LOCKED-BUT-UPDATE-FAILED    TO TRUE | statement:445: CONTINUE,statement:240 -> None | statement:446 -> statement:447 | statement:445 -> statement:447,statement:240 -> None | statement:446 -> statement:447 | statement:445 -> statement:447,statement:447,statement:439: GO TO 9200-WRITE-PROCESSING-EXIT | statement:441: GO TO 9200-WRITE-PROCESSING-EXIT,"{""CICS_FILE_CONTROL"": 2, ""IF"": 4, ""PERFORM_PROCEDURE"": 1}","LEGACY; entry=statement:156; completions=statement:240,statement:446,statement:445",statement:445: normal completion cannot override explicit control | statement:446: normal completion cannot override explicit control | statement:445: intrinsic normal edge stays in paragraph | statement:446: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;CONTINUE,IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:385@991,"{""performKind"": ""PROCEDURE"", ""from"": ""9200-WRITE-PROCESSING"", ""through"": ""9200-WRITE-PROCESSING-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9200-WRITE-PROCESSING-EXIT,statement:447: EXIT,statement:447 -> statement:448,statement:447 -> statement:448,resume statement:386,statement:439: GO TO 9200-WRITE-PROCESSING-EXIT | statement:441: GO TO 9200-WRITE-PROCESSING-EXIT,"{""CICS_FILE_CONTROL"": 2, ""IF"": 4, ""PERFORM_PROCEDURE"": 1}",LEGACY; entry=statement:447; completions=statement:447,statement:447: normal completion cannot override explicit control | statement:447: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:393@1026,"{""performKind"": ""PROCEDURE"", ""from"": ""ABEND-ROUTINE"", ""through"": ""ABEND-ROUTINE-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",ABEND-ROUTINE,,,,statement:487,,"{""IF"": 1}",LEGACY; entry=statement:242; completions=,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:393@1026,"{""performKind"": ""PROCEDURE"", ""from"": ""ABEND-ROUTINE"", ""through"": ""ABEND-ROUTINE-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",ABEND-ROUTINE-EXIT,statement:487: EXIT,statement:487 -> None,statement:487 -> None,resume None,,"{""IF"": 1}",LEGACY; entry=statement:487; completions=statement:487,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:395@1037,"{""performKind"": ""PROCEDURE"", ""from"": ""3100-SCREEN-INIT"", ""through"": ""3100-SCREEN-INIT-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3100-SCREEN-INIT,statement:78: MOVE WS-CURTIME-HH-MM-SS       TO CURTIMEO OF CCRDUPAO,statement:78 -> None,statement:78 -> None,statement:401,,{},LEGACY; entry=statement:64; completions=statement:78,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;MOVE;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:395@1037,"{""performKind"": ""PROCEDURE"", ""from"": ""3100-SCREEN-INIT"", ""through"": ""3100-SCREEN-INIT-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3100-SCREEN-INIT-EXIT,statement:401: EXIT,statement:401 -> statement:216,statement:401 -> statement:216,resume statement:396,,{},LEGACY; entry=statement:401; completions=statement:401,statement:401: normal completion cannot override explicit control | statement:401: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:396@1039,"{""performKind"": ""PROCEDURE"", ""from"": ""3200-SETUP-SCREEN-VARS"", ""through"": ""3200-SETUP-SCREEN-VARS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3200-SETUP-SCREEN-VARS,statement:216: IF CDEMO-PGM-ENTER CONTINUE ELSE IF CC-ACCT-ID-N = 0 MOVE LOW-VALUES          TO ACCTSIDO OF CCRDUPAO ELSE MOVE CC-ACCT-ID          TO ACCTSIDO OF CCRDUPAO END-IF  IF CC-CARD-NUM-N = 0 MOVE LOW-VALUES           TO CARDSIDO OF CCRDUPAO ELSE MOVE CC-CA | statement:402: CONTINUE,statement:216 -> None | statement:402 -> statement:404,statement:216 -> None | statement:402 -> statement:404,statement:404,,"{""IF"": 3}","LEGACY; entry=statement:216; completions=statement:216,statement:402",statement:402: normal completion cannot override explicit control | statement:402: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;CONTINUE,IF;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:396@1039,"{""performKind"": ""PROCEDURE"", ""from"": ""3200-SETUP-SCREEN-VARS"", ""through"": ""3200-SETUP-SCREEN-VARS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3200-SETUP-SCREEN-VARS-EXIT,statement:404: EXIT,statement:404 -> statement:405,statement:404 -> statement:405,resume statement:397,,"{""IF"": 3}",LEGACY; entry=statement:404; completions=statement:404,statement:404: normal completion cannot override explicit control | statement:404: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:397@1041,"{""performKind"": ""PROCEDURE"", ""from"": ""3250-SETUP-INFOMSG"", ""through"": ""3250-SETUP-INFOMSG-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3250-SETUP-INFOMSG,statement:100: MOVE WS-RETURN-MSG                  TO ERRMSGO OF CCRDUPAO,statement:100 -> None,statement:100 -> None,statement:415,,{},LEGACY; entry=statement:405; completions=statement:100,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;MOVE;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:397@1041,"{""performKind"": ""PROCEDURE"", ""from"": ""3250-SETUP-INFOMSG"", ""through"": ""3250-SETUP-INFOMSG-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3250-SETUP-INFOMSG-EXIT,statement:415: EXIT,statement:415 -> statement:416,statement:415 -> statement:416,resume statement:398,,{},LEGACY; entry=statement:415; completions=statement:415,statement:415: normal completion cannot override explicit control | statement:415: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:398@1043,"{""performKind"": ""PROCEDURE"", ""from"": ""3300-SETUP-SCREEN-ATTRS"", ""through"": ""3300-SETUP-SCREEN-ATTRS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3300-SETUP-SCREEN-ATTRS,statement:233: IF PROMPT-FOR-CONFIRMATION MOVE DFHBMBRY            TO FKEYSCA  OF CCRDUPAI END-IF | statement:139: MOVE DFHBMBRY            TO FKEYSCA  OF CCRDUPAI,statement:233 -> None | statement:139 -> None,statement:233 -> None | statement:139 -> None,statement:418,,"{""IF"": 15}","LEGACY; entry=statement:416; completions=statement:233,statement:139",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,MOVE;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:398@1043,"{""performKind"": ""PROCEDURE"", ""from"": ""3300-SETUP-SCREEN-ATTRS"", ""through"": ""3300-SETUP-SCREEN-ATTRS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3300-SETUP-SCREEN-ATTRS-EXIT,statement:418: EXIT,statement:418 -> statement:140,statement:418 -> statement:140,resume statement:399,,"{""IF"": 15}",LEGACY; entry=statement:418; completions=statement:418,statement:418: normal completion cannot override explicit control | statement:418: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:399@1045,"{""performKind"": ""PROCEDURE"", ""from"": ""3400-SEND-SCREEN"", ""through"": ""3400-SEND-SCREEN-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3400-SEND-SCREEN,,,,statement:420,,{},LEGACY; entry=statement:140; completions=,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:399@1045,"{""performKind"": ""PROCEDURE"", ""from"": ""3400-SEND-SCREEN"", ""through"": ""3400-SEND-SCREEN-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3400-SEND-SCREEN-EXIT,statement:420: EXIT,statement:420 -> statement:421,statement:420 -> statement:421,resume None,,{},LEGACY; entry=statement:420; completions=statement:420,statement:420: normal completion cannot override explicit control | statement:420: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:422@1350,"{""performKind"": ""PROCEDURE"", ""from"": ""9100-GETCARD-BYACCTCARD"", ""through"": ""9100-GETCARD-BYACCTCARD-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9100-GETCARD-BYACCTCARD,statement:427: SET FOUND-CARDS-FOR-ACCOUNT TO TRUE | statement:431: SET DID-NOT-FIND-ACCTCARD-COMBO TO TRUE,statement:427 -> statement:434 | statement:431 -> statement:434,statement:427 -> statement:434 | statement:431 -> statement:434,statement:434,,"{""CICS_FILE_CONTROL"": 1, ""IF"": 2}",LEGACY; entry=statement:150; completions=,statement:427: intrinsic normal edge stays in paragraph | statement:431: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:422@1350,"{""performKind"": ""PROCEDURE"", ""from"": ""9100-GETCARD-BYACCTCARD"", ""through"": ""9100-GETCARD-BYACCTCARD-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9100-GETCARD-BYACCTCARD-EXIT,statement:434: EXIT,statement:434 -> statement:156,statement:434 -> statement:156,resume statement:234,,"{""CICS_FILE_CONTROL"": 1, ""IF"": 2}",LEGACY; entry=statement:434; completions=statement:434,statement:434: normal completion cannot override explicit control | statement:434: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:440@1454,"{""performKind"": ""PROCEDURE"", ""from"": ""9300-CHECK-CHANGE-IN-REC"", ""through"": ""9300-CHECK-CHANGE-IN-REC-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9300-CHECK-CHANGE-IN-REC,statement:452: EXIT,statement:452 -> statement:453,statement:452 -> statement:453,statement:453,statement:451: GO TO 9200-WRITE-PROCESSING-EXIT,"{""IF"": 1}",LEGACY; entry=statement:448; completions=statement:452,statement:452: normal completion cannot override explicit control | statement:452: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:440@1454,"{""performKind"": ""PROCEDURE"", ""from"": ""9300-CHECK-CHANGE-IN-REC"", ""through"": ""9300-CHECK-CHANGE-IN-REC-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",9300-CHECK-CHANGE-IN-REC-EXIT,statement:453: EXIT,statement:453 -> statement:454,statement:453 -> statement:454,resume statement:239,statement:451: GO TO 9200-WRITE-PROCESSING-EXIT,"{""IF"": 1}",LEGACY; entry=statement:453; completions=statement:453,statement:453: normal completion cannot override explicit control | statement:453: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:150@174,"{""performKind"": ""PROCEDURE"", ""from"": ""RETURN-TO-PREV-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",RETURN-TO-PREV-SCREEN,,,,resume statement:158,,"{""IF"": 1, ""CICS_PROGRAM_CONTROL"": 1}",STRUCTURAL_FACTS; entry=statement:145; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:152@181,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-TRNRPT-SCREEN,,,,resume statement:158,statement:216: GO TO RETURN-TO-CICS,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:213; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:153@183,"{""performKind"": ""PROCEDURE"", ""from"": ""RECEIVE-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",RECEIVE-TRNRPT-SCREEN,,,,resume statement:154,,{},STRUCTURAL_FACTS; entry=statement:218; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:155@186,"{""performKind"": ""PROCEDURE"", ""from"": ""PROCESS-ENTER-KEY"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",PROCESS-ENTER-KEY,statement:141: IF NOT ERR-FLG-ON  PERFORM INITIALIZE-ALL-FIELDS MOVE DFHGREEN           TO ERRMSGC  OF CORPT0AO STRING WS-REPORT-NAME   DELIMITED BY SPACE ' report submitted for printing ...' DELIMITED BY SIZE INTO WS-MESSAGE MOVE -1       TO MONTHLYL OF CORPT0AI P | statement:194: PERFORM SEND-TRNRPT-SCREEN,statement:141 -> None | statement:194 -> None,statement:141 -> None | statement:194 -> None,resume statement:158,,"{""IF"": 13, ""PERFORM_PROCEDURE"": 20}","STRUCTURAL_FACTS; entry=statement:159; completions=statement:141,statement:194",,"K4_UNPUBLISHED_FRONTIER; SINGLE;IF,PERFORM;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:156@189,"{""performKind"": ""PROCEDURE"", ""from"": ""RETURN-TO-PREV-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",RETURN-TO-PREV-SCREEN,,,,resume statement:158,,"{""IF"": 1, ""CICS_PROGRAM_CONTROL"": 1}",STRUCTURAL_FACTS; entry=statement:145; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:157@194,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-TRNRPT-SCREEN,,,,resume statement:158,statement:216: GO TO RETURN-TO-CICS,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:213; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:164@238,"{""performKind"": ""PROCEDURE"", ""from"": ""SUBMIT-JOB-TO-INTRDR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SUBMIT-JOB-TO-INTRDR,"statement:143: IF NOT ERR-FLG-ON EVALUATE TRUE WHEN CONFIRMI OF CORPT0AI = 'Y' OR 'y' CONTINUE WHEN CONFIRMI OF CORPT0AI = 'N' OR 'n' PERFORM INITIALIZE-ALL-FIELDS MOVE 'Y'     TO WS-ERR-FLG PERFORM SEND-TRNRPT-SCREEN WHEN OTHER STRING '""'               DELIMITED B",statement:143 -> None,statement:143 -> None,resume statement:141,,"{""IF"": 3, ""PERFORM_PROCEDURE"": 5}",STRUCTURAL_FACTS; entry=statement:142; completions=statement:143,,K4_UNPUBLISHED_FRONTIER; SINGLE;IF;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:165@255,"{""performKind"": ""PROCEDURE"", ""from"": ""SUBMIT-JOB-TO-INTRDR"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SUBMIT-JOB-TO-INTRDR,"statement:143: IF NOT ERR-FLG-ON EVALUATE TRUE WHEN CONFIRMI OF CORPT0AI = 'Y' OR 'y' CONTINUE WHEN CONFIRMI OF CORPT0AI = 'N' OR 'n' PERFORM INITIALIZE-ALL-FIELDS MOVE 'Y'     TO WS-ERR-FLG PERFORM SEND-TRNRPT-SCREEN WHEN OTHER STRING '""'               DELIMITED B",statement:143 -> None,statement:143 -> None,resume statement:141,,"{""IF"": 3, ""PERFORM_PROCEDURE"": 5}",STRUCTURAL_FACTS; entry=statement:142; completions=statement:143,,K4_UNPUBLISHED_FRONTIER; SINGLE;IF;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:167@265,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-TRNRPT-SCREEN,,,,resume statement:174,statement:216: GO TO RETURN-TO-CICS,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:213; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:168@272,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-TRNRPT-SCREEN,,,,resume statement:174,statement:216: GO TO RETURN-TO-CICS,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:213; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/CORPT00C.cl2,statement:169@279,"{""performKind"": ""PROCEDURE"", ""from"": ""SEND-TRNRPT-SCREEN"", ""through"": """", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",SEND-TRNRPT-SCREEN,,,,resume statement:174,statement:216: GO TO RETURN-TO-CICS,"{""PERFORM_PROCEDURE"": 1, ""IF"": 1}",STRUCTURAL_FACTS; entry=statement:213; completions=,,K4_UNPUBLISHED_FRONTIER; SINGLE;;ONCE
