program,perform site,range,paragraphs,terminal/frontier statements,intrinsic continuation,ordinary continuation,contextual completion,explicit transfer,nested control,current producer facts,current lower rejection,cluster
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:265@495,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP,statement:399: PERFORM 3400-SEND-SCREEN THRU 3400-SEND-SCREEN-EXIT,statement:399 -> None,statement:399 -> None,statement:400,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:395; completions=statement:399,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;PERFORM;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:265@495,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP-EXIT,statement:400: EXIT,statement:400 -> statement:64,statement:400 -> statement:64,resume statement:266,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:400; completions=statement:400,statement:400: normal completion cannot override explicit control | statement:400: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:268@507,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP,statement:399: PERFORM 3400-SEND-SCREEN THRU 3400-SEND-SCREEN-EXIT,statement:399 -> None,statement:399 -> None,statement:400,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:395; completions=statement:399,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;PERFORM;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:268@507,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP-EXIT,statement:400: EXIT,statement:400 -> statement:64,statement:400 -> statement:64,resume statement:269,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:400; completions=statement:400,statement:400: normal completion cannot override explicit control | statement:400: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:274@524,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP,statement:399: PERFORM 3400-SEND-SCREEN THRU 3400-SEND-SCREEN-EXIT,statement:399 -> None,statement:399 -> None,statement:400,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:395; completions=statement:399,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;PERFORM;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:274@524,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP-EXIT,statement:400: EXIT,statement:400 -> statement:64,statement:400 -> statement:64,resume statement:275,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:400; completions=statement:400,statement:400: normal completion cannot override explicit control | statement:400: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:278@536,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-PROCESS-INPUTS"", ""through"": ""1000-PROCESS-INPUTS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-PROCESS-INPUTS,statement:20: MOVE LIT-THISMAP    TO CCARD-NEXT-MAP,statement:20 -> None,statement:20 -> None,statement:286,,"{""PERFORM_PROCEDURE"": 2}",LEGACY; entry=statement:284; completions=statement:20,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;MOVE;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:278@536,"{""performKind"": ""PROCEDURE"", ""from"": ""1000-PROCESS-INPUTS"", ""through"": ""1000-PROCESS-INPUTS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1000-PROCESS-INPUTS-EXIT,statement:286: EXIT,statement:286 -> statement:287,statement:286 -> statement:287,resume statement:279,,"{""PERFORM_PROCEDURE"": 2}",LEGACY; entry=statement:286; completions=statement:286,statement:286: normal completion cannot override explicit control | statement:286: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:279@538,"{""performKind"": ""PROCEDURE"", ""from"": ""2000-DECIDE-ACTION"", ""through"": ""2000-DECIDE-ACTION-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2000-DECIDE-ACTION,statement:381: SET CCUP-SHOW-DETAILS    TO TRUE | statement:382: CONTINUE | statement:383: SET CCUP-CHANGES-OK-NOT-CONFIRMED TO TRUE | statement:384: CONTINUE | statement:387: SET CCUP-CHANGES-OKAYED-LOCK-ERROR TO TRUE | statement:388: SET CCUP-CHANGES-OKAYED-BUT-FAILED TO TRUE | statement:389: SET CCUP-SHOW-DETAILS            TO TRUE | statement:390: SET CCUP-CHANGES-OKAYED-AND-DONE   TO TRUE | statement:391: CONTINUE,statement:381 -> statement:394 | statement:382 -> statement:394 | statement:383 -> statement:394 | statement:384 -> statement:394 | statement:387 -> statement:394 | statement:388 -> statement:394 | statement:389 -> statement:394 | statement:390 -> statement:394 | statement:391 -> statement:394,statement:381 -> statement:394 | statement:382 -> statement:394 | statement:383 -> statement:394 | statement:384 -> statement:394 | statement:387 -> statement:394 | statement:388 -> statement:394 | statement:389 -> statement:394 | statement:390 -> statement:394 | statement:391 -> statement:394,statement:394,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 3}",LEGACY; entry=statement:379; completions=,statement:381: intrinsic normal edge stays in paragraph | statement:382: intrinsic normal edge stays in paragraph | statement:383: intrinsic normal edge stays in paragraph | statement:384: intrinsic normal edge stays in paragraph | statement:387: intrinsic normal edge stays in paragraph | statement:388: intrinsic normal edge stays in paragraph | statement:389: intrinsic normal edge stays in paragraph | statement:390: intrinsic normal edge stays in paragraph | statement:391: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:279@538,"{""performKind"": ""PROCEDURE"", ""from"": ""2000-DECIDE-ACTION"", ""through"": ""2000-DECIDE-ACTION-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",2000-DECIDE-ACTION-EXIT,statement:394: EXIT,statement:394 -> statement:395,statement:394 -> statement:395,resume statement:280,,"{""IF"": 4, ""PERFORM_PROCEDURE"": 3}",LEGACY; entry=statement:394; completions=statement:394,statement:394: normal completion cannot override explicit control | statement:394: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:280@540,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP,statement:399: PERFORM 3400-SEND-SCREEN THRU 3400-SEND-SCREEN-EXIT,statement:399 -> None,statement:399 -> None,statement:400,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:395; completions=statement:399,,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;PERFORM;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:280@540,"{""performKind"": ""PROCEDURE"", ""from"": ""3000-SEND-MAP"", ""through"": ""3000-SEND-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",3000-SEND-MAP-EXIT,statement:400: EXIT,statement:400 -> statement:64,statement:400 -> statement:64,resume statement:281,,"{""PERFORM_PROCEDURE"": 5}",LEGACY; entry=statement:400; completions=statement:400,statement:400: normal completion cannot override explicit control | statement:400: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:284@565,"{""performKind"": ""PROCEDURE"", ""from"": ""1100-RECEIVE-MAP"", ""through"": ""1100-RECEIVE-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1100-RECEIVE-MAP,statement:182: IF  EXPYEARI OF CCRDUPAI = '*' OR  EXPYEARI OF CCRDUPAI = SPACES MOVE LOW-VALUES           TO  CCUP-NEW-EXPYEAR ELSE MOVE EXPYEARI OF CCRDUPAI TO  CCUP-NEW-EXPYEAR END-IF | statement:33: MOVE EXPYEARI OF CCRDUPAI TO  CCUP-NEW-EXPYEAR | statement:32: MOVE LOW-VALUES           TO  CCUP-NEW-EXPYEAR,statement:182 -> None | statement:33 -> None | statement:32 -> None,statement:182 -> None | statement:33 -> None | statement:32 -> None,statement:289,,"{""IF"": 6}","LEGACY; entry=statement:287; completions=statement:182,statement:33,statement:32",,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,MOVE;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:284@565,"{""performKind"": ""PROCEDURE"", ""from"": ""1100-RECEIVE-MAP"", ""through"": ""1100-RECEIVE-MAP-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1100-RECEIVE-MAP-EXIT,statement:289: EXIT,statement:289 -> statement:290,statement:289 -> statement:290,resume statement:285,,"{""IF"": 6}",LEGACY; entry=statement:289; completions=statement:289,statement:289: normal completion cannot override explicit control | statement:289: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:285@567,"{""performKind"": ""PROCEDURE"", ""from"": ""1200-EDIT-MAP-INPUTS"", ""through"": ""1200-EDIT-MAP-INPUTS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1200-EDIT-MAP-INPUTS,statement:187: IF INPUT-ERROR CONTINUE ELSE SET CCUP-CHANGES-OK-NOT-CONFIRMED TO TRUE END-IF | statement:311: SET CCUP-CHANGES-OK-NOT-CONFIRMED TO TRUE | statement:310: CONTINUE,statement:187 -> None | statement:311 -> statement:312 | statement:310 -> statement:312,statement:187 -> None | statement:311 -> statement:312 | statement:310 -> statement:312,statement:312,statement:294: GO TO 1200-EDIT-MAP-INPUTS-EXIT | statement:304: GO TO 1200-EDIT-MAP-INPUTS-EXIT,"{""IF"": 5, ""PERFORM_PROCEDURE"": 6}","LEGACY; entry=statement:290; completions=statement:187,statement:311,statement:310",statement:310: normal completion cannot override explicit control | statement:311: normal completion cannot override explicit control | statement:310: intrinsic normal edge stays in paragraph | statement:311: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;CONTINUE,IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:285@567,"{""performKind"": ""PROCEDURE"", ""from"": ""1200-EDIT-MAP-INPUTS"", ""through"": ""1200-EDIT-MAP-INPUTS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1200-EDIT-MAP-INPUTS-EXIT,statement:312: EXIT,statement:312 -> statement:313,statement:312 -> statement:313,resume statement:17,statement:294: GO TO 1200-EDIT-MAP-INPUTS-EXIT | statement:304: GO TO 1200-EDIT-MAP-INPUTS-EXIT,"{""IF"": 5, ""PERFORM_PROCEDURE"": 6}",LEGACY; entry=statement:312; completions=statement:312,statement:312: normal completion cannot override explicit control | statement:312: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:291@647,"{""performKind"": ""PROCEDURE"", ""from"": ""1210-EDIT-ACCOUNT"", ""through"": ""1210-EDIT-ACCOUNT-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1210-EDIT-ACCOUNT,"statement:190: IF CC-ACCT-ID  IS NOT NUMERIC SET INPUT-ERROR TO TRUE SET FLG-ACCTFILTER-NOT-OK TO TRUE IF WS-RETURN-MSG-OFF MOVE 'ACCOUNT FILTER,IF SUPPLIED MUST BE A 11 DIGIT NUMBER' TO WS-RETURN-MSG END-IF MOVE ZERO       TO CDEMO-ACCT-ID MOVE LOW-VALUES TO CCUP- | statement:321: SET FLG-ACCTFILTER-ISVALID TO TRUE",statement:190 -> None | statement:321 -> statement:322,statement:190 -> None | statement:321 -> statement:322,statement:322,statement:317: GO TO  1210-EDIT-ACCOUNT-EXIT | statement:320: GO TO 1210-EDIT-ACCOUNT-EXIT,"{""IF"": 4}","LEGACY; entry=statement:313; completions=statement:190,statement:321",statement:321: normal completion cannot override explicit control | statement:321: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:291@647,"{""performKind"": ""PROCEDURE"", ""from"": ""1210-EDIT-ACCOUNT"", ""through"": ""1210-EDIT-ACCOUNT-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1210-EDIT-ACCOUNT-EXIT,statement:322: EXIT,statement:322 -> statement:323,statement:322 -> statement:323,resume statement:292,statement:317: GO TO  1210-EDIT-ACCOUNT-EXIT | statement:320: GO TO 1210-EDIT-ACCOUNT-EXIT,"{""IF"": 4}",LEGACY; entry=statement:322; completions=statement:322,statement:322: normal completion cannot override explicit control | statement:322: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:292@650,"{""performKind"": ""PROCEDURE"", ""from"": ""1220-EDIT-CARD"", ""through"": ""1220-EDIT-CARD-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1220-EDIT-CARD,"statement:194: IF CC-CARD-NUM  IS NOT NUMERIC SET INPUT-ERROR TO TRUE SET FLG-CARDFILTER-NOT-OK TO TRUE IF WS-RETURN-MSG-OFF MOVE 'CARD ID FILTER,IF SUPPLIED MUST BE A 16 DIGIT NUMBER' TO WS-RETURN-MSG END-IF MOVE ZERO          TO CDEMO-CARD-NUM MOVE LOW-VALUES     | statement:331: SET FLG-CARDFILTER-ISVALID TO TRUE",statement:194 -> None | statement:331 -> statement:332,statement:194 -> None | statement:331 -> statement:332,statement:332,statement:327: GO TO  1220-EDIT-CARD-EXIT | statement:330: GO TO 1220-EDIT-CARD-EXIT,"{""IF"": 4}","LEGACY; entry=statement:323; completions=statement:194,statement:331",statement:331: normal completion cannot override explicit control | statement:331: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:292@650,"{""performKind"": ""PROCEDURE"", ""from"": ""1220-EDIT-CARD"", ""through"": ""1220-EDIT-CARD-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1220-EDIT-CARD-EXIT,statement:332: EXIT,statement:332 -> statement:333,statement:332 -> statement:333,resume statement:34,statement:327: GO TO  1220-EDIT-CARD-EXIT | statement:330: GO TO 1220-EDIT-CARD-EXIT,"{""IF"": 4}",LEGACY; entry=statement:332; completions=statement:332,statement:332: normal completion cannot override explicit control | statement:332: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:306@698,"{""performKind"": ""PROCEDURE"", ""from"": ""1230-EDIT-NAME"", ""through"": ""1230-EDIT-NAME-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1230-EDIT-NAME,statement:344: SET FLG-CARDNAME-ISVALID     TO TRUE,statement:344 -> statement:345,statement:344 -> statement:345,statement:345,statement:337: GO TO  1230-EDIT-NAME-EXIT | statement:343: GO TO  1230-EDIT-NAME-EXIT,"{""IF"": 4}",LEGACY; entry=statement:333; completions=statement:344,statement:344: normal completion cannot override explicit control | statement:344: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;SET;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:306@698,"{""performKind"": ""PROCEDURE"", ""from"": ""1230-EDIT-NAME"", ""through"": ""1230-EDIT-NAME-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1230-EDIT-NAME-EXIT,statement:345: EXIT,statement:345 -> statement:346,statement:345 -> statement:346,resume statement:307,statement:337: GO TO  1230-EDIT-NAME-EXIT | statement:343: GO TO  1230-EDIT-NAME-EXIT,"{""IF"": 4}",LEGACY; entry=statement:345; completions=statement:345,statement:345: normal completion cannot override explicit control | statement:345: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:307@701,"{""performKind"": ""PROCEDURE"", ""from"": ""1240-EDIT-CARDSTATUS"", ""through"": ""1240-EDIT-CARDSTATUS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1240-EDIT-CARDSTATUS,statement:202: IF FLG-YES-NO-VALID SET FLG-CARDSTATUS-ISVALID  TO TRUE ELSE SET INPUT-ERROR             TO TRUE SET FLG-CARDSTATUS-NOT-OK   TO TRUE IF WS-RETURN-MSG-OFF SET CARD-STATUS-MUST-BE-YES-NO  TO TRUE END-IF GO TO  1240-EDIT-CARDSTATUS-EXIT END-IF | statement:351: SET FLG-CARDSTATUS-ISVALID  TO TRUE,statement:202 -> None | statement:351 -> statement:356,statement:202 -> None | statement:351 -> statement:356,statement:356,statement:350: GO TO  1240-EDIT-CARDSTATUS-EXIT | statement:355: GO TO  1240-EDIT-CARDSTATUS-EXIT,"{""IF"": 4}","LEGACY; entry=statement:346; completions=statement:202,statement:351",statement:351: normal completion cannot override explicit control | statement:351: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:307@701,"{""performKind"": ""PROCEDURE"", ""from"": ""1240-EDIT-CARDSTATUS"", ""through"": ""1240-EDIT-CARDSTATUS-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1240-EDIT-CARDSTATUS-EXIT,statement:356: EXIT,statement:356 -> statement:357,statement:356 -> statement:357,resume statement:308,statement:350: GO TO  1240-EDIT-CARDSTATUS-EXIT | statement:355: GO TO  1240-EDIT-CARDSTATUS-EXIT,"{""IF"": 4}",LEGACY; entry=statement:356; completions=statement:356,statement:356: normal completion cannot override explicit control | statement:356: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:308@704,"{""performKind"": ""PROCEDURE"", ""from"": ""1250-EDIT-EXPIRY-MON"", ""through"": ""1250-EDIT-EXPIRY-MON-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1250-EDIT-EXPIRY-MON,statement:206: IF VALID-MONTH SET FLG-CARDEXPMON-ISVALID  TO TRUE ELSE SET INPUT-ERROR             TO TRUE SET FLG-CARDEXPMON-NOT-OK   TO TRUE IF WS-RETURN-MSG-OFF SET CARD-EXPIRY-MONTH-NOT-VALID  TO TRUE END-IF GO TO  1250-EDIT-EXPIRY-MON-EXIT END-IF | statement:362: SET FLG-CARDEXPMON-ISVALID  TO TRUE,statement:206 -> None | statement:362 -> statement:367,statement:206 -> None | statement:362 -> statement:367,statement:367,statement:361: GO TO  1250-EDIT-EXPIRY-MON-EXIT | statement:366: GO TO  1250-EDIT-EXPIRY-MON-EXIT,"{""IF"": 4}","LEGACY; entry=statement:357; completions=statement:206,statement:362",statement:362: normal completion cannot override explicit control | statement:362: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,SET;ONCE"
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:308@704,"{""performKind"": ""PROCEDURE"", ""from"": ""1250-EDIT-EXPIRY-MON"", ""through"": ""1250-EDIT-EXPIRY-MON-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1250-EDIT-EXPIRY-MON-EXIT,statement:367: EXIT,statement:367 -> statement:208,statement:367 -> statement:208,resume statement:309,statement:361: GO TO  1250-EDIT-EXPIRY-MON-EXIT | statement:366: GO TO  1250-EDIT-EXPIRY-MON-EXIT,"{""IF"": 4}",LEGACY; entry=statement:367; completions=statement:367,statement:367: normal completion cannot override explicit control | statement:367: intrinsic normal edge stays in paragraph,K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;EXIT;ONCE
samples/m2/unikix/UniKix_CardDemo_runtime_v1.zip!/migrated_app/cbl/COCRDUPC.cl2,statement:309@707,"{""performKind"": ""PROCEDURE"", ""from"": ""1260-EDIT-EXPIRY-YEAR"", ""through"": ""1260-EDIT-EXPIRY-YEAR-EXIT"", ""control"": ""once"", ""repetition"": ""ONCE"", ""testMode"": ""BEFORE""}",1260-EDIT-EXPIRY-YEAR,statement:210: IF VALID-YEAR SET FLG-CARDEXPYEAR-ISVALID  TO TRUE ELSE SET INPUT-ERROR              TO TRUE SET FLG-CARDEXPYEAR-NOT-OK   TO TRUE IF WS-RETURN-MSG-OFF SET CARD-EXPIRY-YEAR-NOT-VALID  TO TRUE END-IF GO TO  1260-EDIT-EXPIRY-YEAR-EXIT END-IF | statement:373: SET FLG-CARDEXPYEAR-ISVALID  TO TRUE,statement:210 -> None | statement:373 -> statement:378,statement:210 -> None | statement:373 -> statement:378,statement:378,statement:371: GO TO  1260-EDIT-EXPIRY-YEAR-EXIT | statement:377: GO TO  1260-EDIT-EXPIRY-YEAR-EXIT,"{""IF"": 4}","LEGACY; entry=statement:208; completions=statement:210,statement:373",statement:373: normal completion cannot override explicit control | statement:373: intrinsic normal edge stays in paragraph,"K1_ROOT_EXIT | K2_ROOT_SEQUENTIAL | K3_COMPOSED_FRONTIER | K4_UNPUBLISHED_FRONTIER; RANGE;IF,SET;ONCE"
